Country Name,Country Code,Series Name,Series Code,2022 [YR2022]
Mozambique,MOZ,Urban population (% of total population),SP.URB.TOTL.IN.ZS,35.0536638
Myanmar,MMR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,5731.937879
Myanmar,MMR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,66.506
Myanmar,MMR,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,35.2
Myanmar,MMR,"School enrollment, secondary (% gross)",SE.SEC.ENRR,..
Myanmar,MMR,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,..
Myanmar,MMR,"School enrollment, secondary, male (% gross)",SE.SEC.ENRR.MA,..
Myanmar,MMR,Individuals using the Internet (% of population),IT.NET.USER.ZS,58.0112
Myanmar,MMR,Access to electricity (% of population),EG.ELC.ACCS.ZS,73.6
Myanmar,MMR,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,3.057
Myanmar,MMR,Urban population (% of total population),SP.URB.TOTL.IN.ZS,30.31109576
Namibia,NAM,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,10662.70171
Namibia,NAM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,64.19
Namibia,NAM,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,39.7
Namibia,NAM,"School enrollment, secondary (% gross)",SE.SEC.ENRR,81.81636912
Namibia,NAM,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,86.19800831
Namibia,NAM,"School enrollment, secondary, male (% gross)",SE.SEC.ENRR.MA,77.5108158
Namibia,NAM,Individuals using the Internet (% of population),IT.NET.USER.ZS,61.1485
Namibia,NAM,Access to electricity (% of population),EG.ELC.ACCS.ZS,56.2
Namibia,NAM,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,19.695
Namibia,NAM,Urban population (% of total population),SP.URB.TOTL.IN.ZS,49.52910377
Nauru,NRU,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,13245.10946
Nauru,NRU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,61.93
Nauru,NRU,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,8.8
Nauru,NRU,"School enrollment, secondary (% gross)",SE.SEC.ENRR,92.78146362
Nauru,NRU,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,100.4213486
Nauru,NRU,"School enrollment, secondary, male (% gross)",SE.SEC.ENRR.MA,85.96491241
Nauru,NRU,Individuals using the Internet (% of population),IT.NET.USER.ZS,..
Nauru,NRU,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Nauru,NRU,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,..
Nauru,NRU,Urban population (% of total population),SP.URB.TOTL.IN.ZS,100
Nepal,NPL,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,5102.992311
Nepal,NPL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,70.087
Nepal,NPL,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,24.2
Nepal,NPL,"School enrollment, secondary (% gross)",SE.SEC.ENRR,84.10264759
Nepal,NPL,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,84.91713563
Nepal,NPL,"School enrollment, secondary, male (% gross)",SE.SEC.ENRR.MA,83.31997722
Nepal,NPL,Individuals using the Internet (% of population),IT.NET.USER.ZS,53.8878
Nepal,NPL,Access to electricity (% of population),EG.ELC.ACCS.ZS,91.3
Nepal,NPL,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,10.844
Nepal,NPL,Urban population (% of total population),SP.URB.TOTL.IN.ZS,66.29929687
Netherlands,NLD,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,77152.22376
Netherlands,NLD,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,81.61463415
Netherlands,NLD,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,3.5
Netherlands,NLD,"School enrollment, secondary (% gross)",SE.SEC.ENRR,138.7675018
Netherlands,NLD,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,140.9894409
Netherlands,NLD,"School enrollment, secondary, male (% gross)",SE.SEC.ENRR.MA,136.6536407
Netherlands,NLD,Individuals using the Internet (% of population),IT.NET.USER.ZS,92.5197
Netherlands,NLD,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Netherlands,NLD,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,3.526
Netherlands,NLD,Urban population (% of total population),SP.URB.TOTL.IN.ZS,94.98561777
New Caledonia,NCL,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,..
New Caledonia,NCL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,77.698
New Caledonia,NCL,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,..
New Caledonia,NCL,"School enrollment, secondary (% gross)",SE.SEC.ENRR,..
New Caledonia,NCL,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,..
New Caledonia,NCL,"School enrollment, secondary, male (% gross)",SE.SEC.ENRR.MA,..
New Caledonia,NCL,Individuals using the Internet (% of population),IT.NET.USER.ZS,..
New Caledonia,NCL,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
New Caledonia,NCL,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,10.71
New Caledonia,NCL,Urban population (% of total population),SP.URB.TOTL.IN.ZS,67.5720305
New Zealand,NZL,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,54021.05947
New Zealand,NZL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,81.95853659
New Zealand,NZL,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,4.1
New Zealand,NZL,"School enrollment, secondary (% gross)",SE.SEC.ENRR,114.7749329
New Zealand,NZL,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,117.8638763
New Zealand,NZL,"School enrollment, secondary, male (% gross)",SE.SEC.ENRR.MA,111.8526077
New Zealand,NZL,Individuals using the Internet (% of population),IT.NET.USER.ZS,96.1942
New Zealand,NZL,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
New Zealand,NZL,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,3.297
New Zealand,NZL,Urban population (% of total population),SP.URB.TOTL.IN.ZS,83.8547305
Nicaragua,NIC,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,7796.69362
Nicaragua,NIC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,74.463
Nicaragua,NIC,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,10.7
Nicaragua,NIC,"School enrollment, secondary (% gross)",SE.SEC.ENRR,..
Nicaragua,NIC,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,..
Nicaragua,NIC,"School enrollment, secondary, male (% gross)",SE.SEC.ENRR.MA,..
Nicaragua,NIC,Individuals using the Internet (% of population),IT.NET.USER.ZS,49.1307
Nicaragua,NIC,Access to electricity (% of population),EG.ELC.ACCS.ZS,86.5
Nicaragua,NIC,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,4.961
Nicaragua,NIC,Urban population (% of total population),SP.URB.TOTL.IN.ZS,58.99543762
Niger,NER,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,1839.969097
Niger,NER,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,60.398
Niger,NER,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,68.3
Niger,NER,"School enrollment, secondary (% gross)",SE.SEC.ENRR,..
Niger,NER,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,..
Niger,NER,"School enrollment, secondary, male (% gross)",SE.SEC.ENRR.MA,..
Niger,NER,Individuals using the Internet (% of population),IT.NET.USER.ZS,23.2982
Niger,NER,Access to electricity (% of population),EG.ELC.ACCS.ZS,19.5
Niger,NER,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,0.418
Niger,NER,Urban population (% of total population),SP.URB.TOTL.IN.ZS,17.47720701
Nigeria,NGA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,8304.958105
Nigeria,NGA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,54.079
Nigeria,NGA,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,61.6
Nigeria,NGA,"School enrollment, secondary (% gross)",SE.SEC.ENRR,..
Nigeria,NGA,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,..
Nigeria,NGA,"School enrollment, secondary, male (% gross)",SE.SEC.ENRR.MA,..
Nigeria,NGA,Individuals using the Internet (% of population),IT.NET.USER.ZS,37.6975
Nigeria,NGA,Access to electricity (% of population),EG.ELC.ACCS.ZS,60.5
Nigeria,NGA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,3.821
Nigeria,NGA,Urban population (% of total population),SP.URB.TOTL.IN.ZS,61.37276506
North Macedonia,MKD,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,24067.49398
North Macedonia,MKD,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,74.42487805
North Macedonia,MKD,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,3.6
North Macedonia,MKD,"School enrollment, secondary (% gross)",SE.SEC.ENRR,91.45163727
North Macedonia,MKD,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,91.67128754
North Macedonia,MKD,"School enrollment, secondary, male (% gross)",SE.SEC.ENRR.MA,91.24476624
North Macedonia,MKD,Individuals using the Internet (% of population),IT.NET.USER.ZS,85.008
North Macedonia,MKD,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
North Macedonia,MKD,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,14.476
North Macedonia,MKD,Urban population (% of total population),SP.URB.TOTL.IN.ZS,61.95305666
Northern Mariana Islands,MNP,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,..
Northern Mariana Islands,MNP,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,78.531
Northern Mariana Islands,MNP,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,..
Northern Mariana Islands,MNP,"School enrollment, secondary (% gross)",SE.SEC.ENRR,..
Northern Mariana Islands,MNP,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,..
Northern Mariana Islands,MNP,"School enrollment, secondary, male (% gross)",SE.SEC.ENRR.MA,..
Northern Mariana Islands,MNP,Individuals using the Internet (% of population),IT.NET.USER.ZS,..
Northern Mariana Islands,MNP,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Northern Mariana Islands,MNP,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,..
Northern Mariana Islands,MNP,Urban population (% of total population),SP.URB.TOTL.IN.ZS,91.87857886
Norway,NOR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,123150.1729
Norway,NOR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,82.5097561
Norway,NOR,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,1.9
Norway,NOR,"School enrollment, secondary (% gross)",SE.SEC.ENRR,119.4425278
Norway,NOR,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,117.9322586
Norway,NOR,"School enrollment, secondary, male (% gross)",SE.SEC.ENRR.MA,120.8759689
Norway,NOR,Individuals using the Internet (% of population),IT.NET.USER.ZS,99
Norway,NOR,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Norway,NOR,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,3.231
Norway,NOR,Urban population (% of total population),SP.URB.TOTL.IN.ZS,82.95636618
Oman,OMN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,42616.3349
Oman,OMN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,77.911
Oman,OMN,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,8.5
Oman,OMN,"School enrollment, secondary (% gross)",SE.SEC.ENRR,91.96454582
Oman,OMN,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,91.19146928
Oman,OMN,"School enrollment, secondary, male (% gross)",SE.SEC.ENRR.MA,92.706737
Oman,OMN,Individuals using the Internet (% of population),IT.NET.USER.ZS,95.2453
Oman,OMN,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Oman,OMN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,3.3
Oman,OMN,Urban population (% of total population),SP.URB.TOTL.IN.ZS,80.01170532
Pakistan,PAK,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,5920.274307
Pakistan,PAK,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,67.417
Pakistan,PAK,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,51.8
Pakistan,PAK,"School enrollment, secondary (% gross)",SE.SEC.ENRR,40.41776564
Pakistan,PAK,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,37.4490105
Pakistan,PAK,"School enrollment, secondary, male (% gross)",SE.SEC.ENRR.MA,43.23000811
Pakistan,PAK,Individuals using the Internet (% of population),IT.NET.USER.ZS,24.2103
Pakistan,PAK,Access to electricity (% of population),EG.ELC.ACCS.ZS,95
Pakistan,PAK,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,5.485
Pakistan,PAK,Urban population (% of total population),SP.URB.TOTL.IN.ZS,38.37404398
Palau,PLW,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,17184.54153
Palau,PLW,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,68.922
Palau,PLW,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,19.5
Palau,PLW,"School enrollment, secondary (% gross)",SE.SEC.ENRR,89.05263158
Palau,PLW,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,88.55932203
Palau,PLW,"School enrollment, secondary, male (% gross)",SE.SEC.ENRR.MA,89.53974895
Palau,PLW,Individuals using the Internet (% of population),IT.NET.USER.ZS,..
Palau,PLW,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Palau,PLW,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,..
Palau,PLW,Urban population (% of total population),SP.URB.TOTL.IN.ZS,79.11348317
Panama,PAN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,36333.12692
Panama,PAN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,79.324
Panama,PAN,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,11.1
Panama,PAN,"School enrollment, secondary (% gross)",SE.SEC.ENRR,..
Panama,PAN,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,..
Panama,PAN,"School enrollment, secondary, male (% gross)",SE.SEC.ENRR.MA,..
Panama,PAN,Individuals using the Internet (% of population),IT.NET.USER.ZS,77.7041
Panama,PAN,Access to electricity (% of population),EG.ELC.ACCS.ZS,95
Panama,PAN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,8.086
Panama,PAN,Urban population (% of total population),SP.URB.TOTL.IN.ZS,65.82113439
Papua New Guinea,PNG,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,4419.61927
Papua New Guinea,PNG,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,65.274
Papua New Guinea,PNG,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,33
Papua New Guinea,PNG,"School enrollment, secondary (% gross)",SE.SEC.ENRR,..
Papua New Guinea,PNG,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,..
Papua New Guinea,PNG,"School enrollment, secondary, male (% gross)",SE.SEC.ENRR.MA,..
Papua New Guinea,PNG,Individuals using the Internet (% of population),IT.NET.USER.ZS,23.7315
Papua New Guinea,PNG,Access to electricity (% of population),EG.ELC.ACCS.ZS,19
Papua New Guinea,PNG,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2.689
Papua New Guinea,PNG,Urban population (% of total population),SP.URB.TOTL.IN.ZS,14.73586583
Paraguay,PRY,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,16347.0435
Paraguay,PRY,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,72.319
Paraguay,PRY,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,15.6
Paraguay,PRY,"School enrollment, secondary (% gross)",SE.SEC.ENRR,82.30714721
Paraguay,PRY,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,87.32631683
Paraguay,PRY,"School enrollment, secondary, male (% gross)",SE.SEC.ENRR.MA,79.45076594
Paraguay,PRY,Individuals using the Internet (% of population),IT.NET.USER.ZS,76.2592
Paraguay,PRY,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Paraguay,PRY,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,6.755
Paraguay,PRY,Urban population (% of total population),SP.URB.TOTL.IN.ZS,68.63965378
Peru,PER,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,16669.15615
Peru,PER,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,76.834
Peru,PER,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,13.8
Peru,PER,"School enrollment, secondary (% gross)",SE.SEC.ENRR,103.5914688
Peru,PER,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,103.6521912
Peru,PER,"School enrollment, secondary, male (% gross)",SE.SEC.ENRR.MA,103.5325699
Peru,PER,Individuals using the Internet (% of population),IT.NET.USER.ZS,74.675
Peru,PER,Access to electricity (% of population),EG.ELC.ACCS.ZS,96.2
Peru,PER,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,3.85
Peru,PER,Urban population (% of total population),SP.URB.TOTL.IN.ZS,84.3663555
Philippines,PHL,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,10131.34637
Philippines,PHL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,69.472
Philippines,PHL,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,22.4
Philippines,PHL,"School enrollment, secondary (% gross)",SE.SEC.ENRR,92.29127118
Philippines,PHL,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,93.85651824
Philippines,PHL,"School enrollment, secondary, male (% gross)",SE.SEC.ENRR.MA,90.76632286
Philippines,PHL,Individuals using the Internet (% of population),IT.NET.USER.ZS,75.2111
Philippines,PHL,Access to electricity (% of population),EG.ELC.ACCS.ZS,94.8
Philippines,PHL,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2.598
Philippines,PHL,Urban population (% of total population),SP.URB.TOTL.IN.ZS,54.79023436
Poland,POL,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,46077.38556
Poland,POL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,77.15609756
Poland,POL,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,3.7
Poland,POL,"School enrollment, secondary (% gross)",SE.SEC.ENRR,108.4821701
Poland,POL,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,107.5679398
Poland,POL,"School enrollment, secondary, male (% gross)",SE.SEC.ENRR.MA,109.3510132
Poland,POL,Individuals using the Internet (% of population),IT.NET.USER.ZS,86.9411
Poland,POL,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Poland,POL,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2.811
Poland,POL,Urban population (% of total population),SP.URB.TOTL.IN.ZS,59.8315488
Portugal,PRT,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,44557.28105
Portugal,PRT,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,81.63170732
Portugal,PRT,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,2.6
Portugal,PRT,"School enrollment, secondary (% gross)",SE.SEC.ENRR,120.9261398
Portugal,PRT,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,121.7294464
Portugal,PRT,"School enrollment, secondary, male (% gross)",SE.SEC.ENRR.MA,120.1552734
Portugal,PRT,Individuals using the Internet (% of population),IT.NET.USER.ZS,84.4969
Portugal,PRT,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Portugal,PRT,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,6.011
Portugal,PRT,Urban population (% of total population),SP.URB.TOTL.IN.ZS,61.12592558
Puerto Rico (US),PRI,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,45327.51019
Puerto Rico (US),PRI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,79.427
Puerto Rico (US),PRI,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,..
Puerto Rico (US),PRI,"School enrollment, secondary (% gross)",SE.SEC.ENRR,..
Puerto Rico (US),PRI,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,..
Puerto Rico (US),PRI,"School enrollment, secondary, male (% gross)",SE.SEC.ENRR.MA,..
Puerto Rico (US),PRI,Individuals using the Internet (% of population),IT.NET.USER.ZS,87.2918
Puerto Rico (US),PRI,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Puerto Rico (US),PRI,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,6
Puerto Rico (US),PRI,Urban population (% of total population),SP.URB.TOTL.IN.ZS,94.11109231
Qatar,QAT,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,122920.5433
Qatar,QAT,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,81.857
Qatar,QAT,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,5
Qatar,QAT,"School enrollment, secondary (% gross)",SE.SEC.ENRR,102.9683608
Qatar,QAT,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,103.8280997
Qatar,QAT,"School enrollment, secondary, male (% gross)",SE.SEC.ENRR.MA,102.1765381
Qatar,QAT,Individuals using the Internet (% of population),IT.NET.USER.ZS,99.6528
Qatar,QAT,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Qatar,QAT,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,0.13
Qatar,QAT,Urban population (% of total population),SP.URB.TOTL.IN.ZS,99.24399753
Romania,ROU,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,42070.48816
Romania,ROU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,75.15365854
Romania,ROU,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,5.4
Romania,ROU,"School enrollment, secondary (% gross)",SE.SEC.ENRR,83.03347015
Romania,ROU,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,83.28723145
Romania,ROU,"School enrollment, secondary, male (% gross)",SE.SEC.ENRR.MA,82.79340363
Romania,ROU,Individuals using the Internet (% of population),IT.NET.USER.ZS,85.5031
Romania,ROU,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Romania,ROU,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,5.614
Romania,ROU,Urban population (% of total population),SP.URB.TOTL.IN.ZS,52.16348325
Russian Federation,RUS,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,40938.98828
Russian Federation,RUS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,72.54560976
Russian Federation,RUS,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,3.9
Russian Federation,RUS,"School enrollment, secondary (% gross)",SE.SEC.ENRR,92.77294436
Russian Federation,RUS,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,91.94350678
Russian Federation,RUS,"School enrollment, secondary, male (% gross)",SE.SEC.ENRR.MA,93.55739949
Russian Federation,RUS,Individuals using the Internet (% of population),IT.NET.USER.ZS,90.418
Russian Federation,RUS,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Russian Federation,RUS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,3.867
Russian Federation,RUS,Urban population (% of total population),SP.URB.TOTL.IN.ZS,74.85448936
Rwanda,RWA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,3098.677006
Rwanda,RWA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,67.528
Rwanda,RWA,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,30.8
Rwanda,RWA,"School enrollment, secondary (% gross)",SE.SEC.ENRR,44.1547094
Rwanda,RWA,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,47.5004278
Rwanda,RWA,"School enrollment, secondary, male (% gross)",SE.SEC.ENRR.MA,40.77027723
Rwanda,RWA,Individuals using the Internet (% of population),IT.NET.USER.ZS,31.2252
Rwanda,RWA,Access to electricity (% of population),EG.ELC.ACCS.ZS,50.6
Rwanda,RWA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,15.084
Rwanda,RWA,Urban population (% of total population),SP.URB.TOTL.IN.ZS,27.78067027
Samoa,WSM,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,6909.171299
Samoa,WSM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,71.55
Samoa,WSM,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,13.1
Samoa,WSM,"School enrollment, secondary (% gross)",SE.SEC.ENRR,..
Samoa,WSM,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,..
Samoa,WSM,"School enrollment, secondary, male (% gross)",SE.SEC.ENRR.MA,..
Samoa,WSM,Individuals using the Internet (% of population),IT.NET.USER.ZS,57.3288
Samoa,WSM,Access to electricity (% of population),EG.ELC.ACCS.ZS,98.3
Samoa,WSM,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,5.048
Samoa,WSM,Urban population (% of total population),SP.URB.TOTL.IN.ZS,17.500795
San Marino,SMR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,75941.48991
San Marino,SMR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,85.708
San Marino,SMR,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,1.4
San Marino,SMR,"School enrollment, secondary (% gross)",SE.SEC.ENRR,61.67792392
San Marino,SMR,"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,59.40074906
San Marino,SMR,"School enrollment, secondary, male (% gross)",SE.SEC.ENRR.MA,63.73477673
San Marino,SMR,Individuals using the Internet (% of population),IT.NET.USER.ZS,85.0607
San Marino,SMR,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
San Marino,SMR,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,..
San Marino,SMR,Urban population (% of total population),SP.URB.TOTL.IN.ZS,97.11418894
Sao Tome and Principe,STP,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,6033.681172
